instrument_code,instrument_name,market_code,topic_role,topic_name,topic_parent,topic_enabled,topic_level,topic_role_in_hierarchy,topic_weight_in_hierarchy,stock_topic_weight,topic_description,group_status,mapping_status,research_version
1537,廣隆,TPE,PRIMARY,儲能,電力與能源,Y,A,主流,0.9,1.3,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
3058,立德,TPE,PRIMARY,儲能,電力與能源,Y,A,主流,0.9,1.1,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
3576,聯合再生,TPE,PRIMARY,儲能,電力與能源,Y,A,主流,0.9,1.2,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
3617,碩天,TPE,PRIMARY,儲能,電力與能源,Y,A,主流,0.9,1.4,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
5227,立凱-KY,TWO,PRIMARY,儲能,電力與能源,Y,A,主流,0.9,1.2,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
6282,康舒,TPE,PRIMARY,儲能,電力與能源,Y,A,主流,0.9,1.3,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
6806,森崴能源,TPE,PRIMARY,儲能,電力與能源,Y,A,主流,0.9,1.3,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
8038,長園科,TWO,PRIMARY,儲能,電力與能源,Y,A,主流,0.9,1.2,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
1438,三地開發,TPE,SECONDARY,儲能,電力與能源,Y,A,主流,0.9,0.8,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
1504,東元,TPE,SECONDARY,儲能,電力與能源,Y,A,主流,0.9,0.8,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
1609,大亞,TPE,SECONDARY,儲能,電力與能源,Y,A,主流,0.9,0.9,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
2406,國碩,TPE,SECONDARY,儲能,電力與能源,Y,A,主流,0.9,0.5,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
2457,飛宏,TPE,SECONDARY,儲能,電力與能源,Y,A,主流,0.9,0.6,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
4931,新盛力,TWO,SECONDARY,儲能,電力與能源,Y,A,主流,0.9,0.7,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
5483,中美晶,TWO,SECONDARY,儲能,電力與能源,Y,A,主流,0.9,0.9,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
6781,AES-KY,TPE,SECONDARY,儲能,電力與能源,Y,A,主流,0.9,0.9,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
8104,錸寶,TPE,SECONDARY,儲能,電力與能源,Y,A,主流,0.9,0.6,電池模組、儲能櫃、BMS、PCS、EMS、工商儲能與電網儲能。,啟用,MATCHED,topic-universe-mapping.v1
2464,盟立,TPE,PRIMARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,1.4,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
2467,志聖,TPE,PRIMARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,1.5,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
3131,弘塑,TWO,PRIMARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,1.5,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
3583,辛耘,TPE,PRIMARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,1.5,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
5443,均豪,TWO,PRIMARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,1.4,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
6187,萬潤,TWO,PRIMARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,1.5,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
6640,均華,TWO,PRIMARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,1.5,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
7734,印能科技,TWO,PRIMARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,1.5,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
8027,鈦昇,TWO,PRIMARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,1.5,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
1597,直得,TPE,SECONDARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,0.7,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
2049,上銀,TPE,SECONDARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,0.9,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
2330,台積電,TPE,SECONDARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,0.8,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
2360,致茂,TPE,SECONDARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,0.9,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
6223,旺矽,TWO,SECONDARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,0,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
6510,精測,TWO,SECONDARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,0.0,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
6515,穎崴,TPE,SECONDARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,0.0,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
6683,雍智科技,TWO,SECONDARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,0.7,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
6937,天虹,TPE,SECONDARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,0.8,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
7769,鴻勁,TPE,SECONDARY,先進封裝設備,半導體設備與製程,Y,X,核心,1,0,直接服務 CoWoS、SoIC、Chiplet、混合鍵合、RDL、先進封裝組裝／檢測的設備。只做一般封裝或設備零件者分到其他細題材。,啟用,MATCHED,topic-universe-mapping.v1
3081,聯亞,TWO,PRIMARY,光通訊,通訊與光電,Y,X,核心,1,1.5,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
3163,波若威,TWO,PRIMARY,光通訊,通訊與光電,Y,X,核心,1,1.4,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
3234,光環,TWO,PRIMARY,光通訊,通訊與光電,Y,X,核心,1,1.2,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
3339,泰谷,TWO,PRIMARY,光通訊,通訊與光電,Y,X,核心,1,1.2,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
3363,上詮,TWO,PRIMARY,光通訊,通訊與光電,Y,X,核心,1,1.5,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
3450,聯鈞,TPE,PRIMARY,光通訊,通訊與光電,Y,X,核心,1,1.5,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
4903,聯光通,TWO,PRIMARY,光通訊,通訊與光電,Y,X,核心,1,1.1,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
4908,前鼎,TWO,PRIMARY,光通訊,通訊與光電,Y,X,核心,1,1.5,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
4977,眾達-KY,TPE,PRIMARY,光通訊,通訊與光電,Y,X,核心,1,1.5,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
4979,華星光,TWO,PRIMARY,光通訊,通訊與光電,Y,X,核心,1,1.5,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
6442,光聖,TPE,PRIMARY,光通訊,通訊與光電,Y,X,核心,1,1.5,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
6530,創威,TWO,PRIMARY,光通訊,通訊與光電,Y,X,核心,1,1.2,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
6588,東典,TWO,PRIMARY,光通訊,通訊與光電,Y,X,核心,1,1.2,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
4971,IET-KY,TWO,SECONDARY,光通訊,通訊與光電,Y,X,核心,1,0.7,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
6426,統新,TPE,SECONDARY,光通訊,通訊與光電,Y,X,核心,1,0.8,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
8111,立碁,TWO,SECONDARY,光通訊,通訊與光電,Y,X,核心,1,0.8,光模組、雷射、光收發器、光纖元件與光通訊設備；若核心是矽光子，優先矽光子。,啟用,MATCHED,topic-universe-mapping.v1
2059,川湖,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.5,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
2312,金寶,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.3,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
2474,可成,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.2,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3003,健策,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.5,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3008,大立光,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.4,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3013,晟銘電,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.4,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3015,全漢,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.2,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3060,銘異,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.1,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3290,東浦,TWO,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.3,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3479,安勤,TWO,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.3,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3526,凡甲,TWO,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.4,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3564,其陽,TWO,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.3,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3617,碩天,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.4,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3653,健策,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.5,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3665,貿聯-KY,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.5,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
5243,乙盛-KY,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.3,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
6197,佳必琪,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.4,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
6414,樺漢,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.4,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
6805,富世達,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.5,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
6906,現觀科,TPE,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.4,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
8076,伍豐,TWO,PRIMARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.9,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
2061,風青,TWO,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.6,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
2308,台達電,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,1.0,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
2316,楠梓電,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.6,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
2324,仁寶,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
2345,智邦,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.8,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
2367,燿華,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.7,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
2383,台光電,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.8,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
2395,研華,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.7,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
2421,建準,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.9,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
2425,承啟,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.6,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
2449,京元電子,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.8,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3017,奇鋐,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.9,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3094,聯傑,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.7,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3257,虹冠電,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.8,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
3265,台星科,TWO,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.7,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
4916,事欣科,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.7,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
4979,華星光,TWO,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.8,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
5274,信驊,TWO,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.9,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
5289,宜鼎,TWO,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.7,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
5386,青雲,TWO,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.6,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
5426,振發,TWO,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.6,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
6138,茂達,TWO,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.7,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
6166,凌華,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.7,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
6213,聯茂,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.8,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
6257,矽格,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.7,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
6274,台燿,TWO,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.8,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
6282,康舒,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.7,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
6416,瑞祺電通,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.7,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
6442,光聖,TPE,SECONDARY,其他 AI伺服器供應鏈,AI運算與伺服器,Y,B,補充,0.5,0.8,AI 伺服器零組件、機櫃、滑軌、電源、線材、網通或工業電腦等，具有 AI 伺服器實際訂單／產品，但沒有更精確細題材。,啟用,MATCHED,topic-universe-mapping.v1
